count: de
data: 4000 2d0f80 stack: 334350 336360 
entryAddress endAddress	name	totalHeap	totalPushes	count	LIST
14 c[1cea0,1ceac) c[1d158,1d15c) c[1ceb0,1ced4) c[1d860,1d864) c[1ced8,1cf94) c[1d960,1d964) c[1cf98,1cfbc) c[1d040,1d048) c[3a9b8,3a9bc) c[1d04c,1d054) c[160d8,160dc) c[2c27c0,2c27c8) c[ea428,ea430) c[2ce5b0,2ce5b8) 
7 c[1d158,1d198) c[1d5c8,1d5d4) c[1ceac,1ceb0) c[1d1cc,1d590) c[e72e0,e72e8) c[e72c0,e72c8) c[e72d0,e72d8) 
2 c[1d860,1d88c) c[1ced4,1ced8) 
2 c[1d960,1d968) c[1cf94,1cf98) 
3 c[1dca0,1dd10) c[2df60,2df64) c[2cf738,2cf748) 
19 c[1dfa0,1dfdc) c[21384,213a0) c[1f500,1f504) c[1dfe0,1dfec) c[21b80,21ba0) c[1e014,1e018) c[209c0,209e0) c[28ac0,28ad0) c[28ad8,28bb8) c[28bd8,28c30) c[1dca0,1dca4) c[28c34,28c70) c[28c74,28c80) c[28d5c,28d84) c[28e10,28e90) c[ea500,ea508) c[2cfa68,2cfa70) c[2d03b0,2d03b8) c[2cfba8,2cfbb0) 
7 c[1e000,1e01c) c[21384,213a0) c[1dfa0,1dfa4) c[21b80,21ba0) c[2d484,2d488) c[2d690,2d694) c[ea500,ea508) 
5 c[1ebc0,1ec5c) c[28f14,28f18) c[1ec60,1ec68) c[1eca8,1ecc0) c[1f540,1f544) 
4 c[1f500,1f548) c[1ebc0,1ebc4) c[1dfdc,1dfe0) c[2cf750,2cf758) 
11 c[1f9c0,1f9f4) c[2acec,2acf0) c[3d4e4,3d4e8) c[35194,35198) c[2916c,29170) c[2af10,2af14) c[45a58,45a5c) c[529a0,529d0) c[52988,52994) c[e88b0,e88b9) c[529e8,52a02) 
20 c[1fa00,1fa0c) c[357f4,357f8) c[35814,35818) c[35664,35668) c[35680,35684) c[356bc,356c0) c[1fa10,1fa8c) c[39c44,39c48) c[1fa90,1faa4) c[1ce54,1ce58) c[e8ab0,e8ab8) c[e8a80,e8a88) c[2c2410,2c2427) c[e88a0,e88c0) c[2ce200,2ce219) c[2c2488,2c2490) c[2c2460,2c2468) c[e8a90,e8a98) c[2ce278,2ce286) c[2ce250,2ce258) 
8 c[1fac0,1fae8) c[1c228,1c22c) c[1faec,1fb30) c[1fb34,1fb90) c[1c254,1c258) c[e70f0,e70fa) c[2c2328,2c233a) c[2ce138,2ce14a) 
7 c[1fbc0,1fbcc) c[4c094,4c098) c[1fbec,1fc28) c[4c11c,4c120) c[e6f00,e6f1b) c[2c265a,2c2663) c[2ce44a,2ce453) 
